date,worker_id,shift,dock_id,dock_in_use,items_picked,hours_worked,orders_completed,errors
2023-06-15 12:00:00,W017,AM,2,1,37,0.56,13,0
2023-06-15 13:00:00,W034,Night,2,1,50,0.57,10,0
2023-06-15 14:00:00,W042,Night,8,1,44,0.68,16,0
2023-06-15 15:00:00,W016,Night,8,0,55,0.92,11,0
2023-06-15 16:00:00,W038,Night,1,1,44,0.73,6,0
2023-06-15 17:00:00,W002,Night,3,1,45,0.66,5,1
2023-06-15 18:00:00,W002,PM,4,1,39,0.78,8,1
2023-06-15 19:00:00,W026,Night,5,1,51,0.63,6,1
2023-06-15 20:00:00,W013,PM,7,1,43,0.7,4,0
2023-06-15 21:00:00,W047,Night,5,1,47,0.67,8,0
2023-06-15 22:00:00,W031,PM,8,1,45,0.9,16,0
2023-06-15 23:00:00,W034,PM,1,1,45,0.96,12,2
2023-06-16 00:00:00,W039,AM,7,1,45,0.88,6,0
2023-06-16 01:00:00,W003,Night,7,1,41,0.72,6,0
2023-06-16 02:00:00,W008,AM,5,1,54,0.75,7,0
2023-06-16 03:00:00,W023,AM,3,0,47,0.56,4,1
2023-06-16 04:00:00,W014,Night,1,0,39,0.87,6,1
2023-06-16 05:00:00,W027,AM,3,0,30,0.8,10,0
2023-06-16 06:00:00,W029,Night,1,0,42,0.95,17,1
2023-06-16 07:00:00,W039,AM,5,0,49,0.6,4,0
2023-06-16 08:00:00,W039,Night,1,0,51,0.88,13,2
2023-06-16 09:00:00,W001,Night,2,1,55,0.84,8,1
2023-06-16 10:00:00,W017,Night,7,1,53,0.63,8,0
2023-06-16 11:00:00,W041,PM,4,0,59,0.83,9,1
2023-06-16 12:00:00,W030,AM,5,0,34,0.96,7,0
2023-06-16 13:00:00,W013,PM,6,1,45,0.96,9,1
2023-06-16 14:00:00,W021,AM,4,1,51,0.86,8,0
2023-06-16 15:00:00,W019,AM,5,1,41,0.52,10,0
2023-06-16 16:00:00,W019,AM,4,1,48,0.94,8,0
2023-06-16 17:00:00,W025,PM,2,1,40,0.83,9,0
2023-06-16 18:00:00,W022,AM,4,1,41,0.66,5,1
2023-06-16 19:00:00,W031,PM,1,1,43,0.59,10,0
2023-06-16 20:00:00,W017,Night,8,1,42,0.56,10,0
2023-06-16 21:00:00,W023,AM,4,1,55,0.53,7,2
2023-06-16 22:00:00,W032,AM,5,1,43,0.88,12,0
2023-06-16 23:00:00,W010,Night,6,1,50,0.62,6,0
2023-06-17 00:00:00,W010,Night,6,0,43,0.51,10,0
2023-06-17 01:00:00,W036,AM,8,1,45,0.7,9,0
2023-06-17 02:00:00,W008,Night,3,1,41,0.74,5,1
2023-06-17 03:00:00,W020,PM,8,1,37,0.58,8,0
2023-06-17 04:00:00,W032,PM,7,1,57,0.52,11,0
2023-06-17 05:00:00,W050,AM,4,1,53,0.59,5,0
2023-06-17 06:00:00,W014,PM,6,1,55,0.84,12,0
2023-06-17 07:00:00,W050,PM,8,1,32,0.54,5,0
2023-06-17 08:00:00,W028,AM,4,0,41,0.78,8,0
2023-06-17 09:00:00,W046,Night,7,1,41,0.57,12,0
2023-06-17 10:00:00,W024,AM,6,0,39,0.6,2,0
2023-06-17 11:00:00,W015,PM,7,0,39,0.7,7,1
2023-06-17 12:00:00,W022,AM,4,1,53,0.55,2,0
2023-06-17 13:00:00,W030,AM,5,0,54,0.59,6,0
2023-06-17 14:00:00,W004,PM,4,1,38,0.67,7,0
2023-06-17 15:00:00,W013,PM,8,0,47,0.66,9,0
2023-06-17 16:00:00,W023,AM,7,0,48,0.87,11,0
2023-06-17 17:00:00,W008,PM,5,1,49,0.54,8,0
2023-06-17 18:00:00,W018,PM,5,1,44,0.93,7,1
2023-06-17 19:00:00,W012,PM,3,1,49,0.91,8,1
2023-06-17 20:00:00,W031,PM,6,1,53,0.88,8,0
2023-06-17 21:00:00,W014,PM,1,1,48,0.65,10,0
2023-06-17 22:00:00,W034,PM,5,1,37,0.91,7,1
2023-06-17 23:00:00,W018,Night,7,1,37,0.59,10,0
2023-06-18 00:00:00,W034,AM,6,1,43,0.56,6,1
2023-06-18 01:00:00,W011,PM,2,1,38,0.52,6,0
2023-06-18 02:00:00,W041,AM,4,0,41,0.97,6,0
2023-06-18 03:00:00,W012,Night,8,1,51,0.65,9,1
2023-06-18 04:00:00,W049,PM,7,1,41,0.96,7,0
2023-06-18 05:00:00,W015,AM,2,1,41,0.64,6,0
2023-06-18 06:00:00,W031,PM,7,1,42,0.95,8,0
2023-06-18 07:00:00,W049,PM,4,1,47,0.95,10,1
2023-06-18 08:00:00,W029,PM,3,1,41,0.96,8,1
2023-06-18 09:00:00,W026,PM,7,1,43,0.75,2,0
2023-06-18 10:00:00,W018,PM,5,0,45,0.93,12,1
2023-06-18 11:00:00,W032,PM,1,0,42,0.98,13,0
2023-06-18 12:00:00,W022,PM,5,1,49,0.66,12,0
2023-06-18 13:00:00,W038,Night,4,1,43,0.71,6,0
2023-06-18 14:00:00,W017,Night,7,0,54,0.86,10,2
2023-06-18 15:00:00,W023,PM,1,0,51,0.65,7,0
2023-06-18 16:00:00,W024,PM,5,0,44,0.88,3,1
2023-06-18 17:00:00,W050,Night,1,1,44,0.54,10,0
2023-06-18 18:00:00,W008,Night,8,1,41,0.76,6,0
2023-06-18 19:00:00,W041,Night,4,1,41,0.56,10,0
2023-06-18 20:00:00,W006,PM,3,0,52,0.65,7,0
2023-06-18 21:00:00,W005,AM,3,1,55,0.63,9,0
2023-06-18 22:00:00,W044,AM,7,0,41,0.92,5,0
2023-06-18 23:00:00,W029,AM,5,0,41,0.6,9,0
2023-06-19 00:00:00,W028,AM,2,1,52,0.9,4,0
2023-06-19 01:00:00,W011,PM,4,1,47,0.9,10,0
2023-06-19 02:00:00,W001,AM,5,0,38,0.75,3,0
2023-06-19 03:00:00,W043,Night,5,0,48,0.62,6,0
2023-06-19 04:00:00,W019,Night,3,0,51,0.61,6,1
2023-06-19 05:00:00,W009,AM,7,1,36,0.73,9,1
2023-06-19 06:00:00,W027,Night,1,0,34,0.5,7,0
2023-06-19 07:00:00,W034,PM,4,0,42,0.77,9,1
2023-06-19 08:00:00,W044,AM,8,0,51,0.98,9,0
2023-06-19 09:00:00,W004,AM,1,1,50,0.58,11,0
2023-06-19 10:00:00,W036,PM,6,1,42,0.79,3,1
2023-06-19 11:00:00,W018,Night,6,1,49,0.98,13,0
2023-06-19 12:00:00,W015,PM,4,1,47,0.93,11,1
2023-06-19 13:00:00,W013,PM,7,1,43,0.93,12,2
2023-06-19 14:00:00,W019,Night,2,1,42,0.91,2,0
2023-06-19 15:00:00,W049,PM,6,0,47,0.65,12,0
2023-06-19 16:00:00,W006,Night,3,0,52,0.95,14,0
2023-06-19 17:00:00,W048,Night,2,1,48,0.97,9,0
2023-06-19 18:00:00,W012,PM,5,0,39,0.75,8,1
2023-06-19 19:00:00,W037,Night,6,1,47,0.68,10,0
2023-06-19 20:00:00,W017,PM,3,1,36,0.71,8,0
2023-06-19 21:00:00,W023,Night,5,1,41,0.67,5,0
2023-06-19 22:00:00,W026,AM,2,0,45,0.61,6,0
2023-06-19 23:00:00,W029,Night,4,1,46,0.81,8,1
2023-06-20 00:00:00,W033,Night,5,1,36,0.78,12,1
2023-06-20 01:00:00,W027,PM,1,0,40,0.73,7,0
2023-06-20 02:00:00,W025,Night,4,1,46,0.55,2,0
2023-06-20 03:00:00,W010,AM,4,0,39,0.9,8,0
2023-06-20 04:00:00,W047,AM,2,0,50,0.59,7,0
2023-06-20 05:00:00,W023,Night,2,1,43,0.56,7,0
2023-06-20 06:00:00,W021,Night,3,0,45,0.81,5,0
2023-06-20 07:00:00,W021,AM,3,0,40,0.7,8,0
2023-06-20 08:00:00,W043,PM,1,0,35,0.53,15,0
2023-06-20 09:00:00,W013,AM,4,1,34,0.68,8,0
2023-06-20 10:00:00,W037,AM,8,1,28,0.89,7,0
2023-06-20 11:00:00,W033,Night,7,0,46,0.81,5,1
2023-06-20 12:00:00,W024,Night,1,1,40,0.68,9,0
2023-06-20 13:00:00,W044,AM,1,0,42,0.6,3,1
2023-06-20 14:00:00,W011,PM,7,1,46,0.82,5,0
2023-06-20 15:00:00,W017,AM,7,1,54,0.94,9,2
2023-06-20 16:00:00,W004,AM,7,1,44,0.82,8,0
2023-06-20 17:00:00,W047,PM,2,1,45,0.91,10,0
2023-06-20 18:00:00,W025,AM,1,1,47,0.76,5,1
2023-06-20 19:00:00,W030,AM,1,0,48,0.86,8,0
2023-06-20 20:00:00,W009,Night,5,1,47,0.95,5,0
2023-06-20 21:00:00,W021,PM,7,0,44,0.89,13,0
2023-06-20 22:00:00,W020,Night,7,1,54,0.95,6,0
2023-06-20 23:00:00,W019,Night,3,0,39,0.72,10,0
2023-06-21 00:00:00,W019,PM,3,1,48,0.95,7,0
2023-06-21 01:00:00,W012,PM,4,0,41,0.81,7,0
2023-06-21 02:00:00,W037,AM,3,0,40,0.94,9,1
2023-06-21 03:00:00,W042,Night,6,1,47,0.52,5,0
2023-06-21 04:00:00,W017,PM,4,1,33,0.83,8,1
2023-06-21 05:00:00,W037,Night,8,1,50,0.92,7,0
2023-06-21 06:00:00,W048,Night,7,1,38,0.59,10,0
2023-06-21 07:00:00,W039,PM,5,1,40,0.83,6,0
2023-06-21 08:00:00,W028,AM,3,0,42,0.91,9,0
2023-06-21 09:00:00,W041,Night,5,0,39,0.64,6,1
2023-06-21 10:00:00,W035,PM,3,0,44,0.7,8,0
2023-06-21 11:00:00,W047,AM,3,1,39,0.78,5,0
2023-06-21 12:00:00,W048,Night,5,0,49,0.76,11,0
2023-06-21 13:00:00,W018,PM,1,0,47,0.52,15,0
2023-06-21 14:00:00,W014,Night,1,0,41,0.55,6,0
2023-06-21 15:00:00,W035,PM,1,0,44,0.55,7,1
2023-06-21 16:00:00,W044,PM,6,1,54,0.63,11,0
2023-06-21 17:00:00,W041,Night,1,0,38,0.62,6,1
2023-06-21 18:00:00,W007,Night,3,1,40,0.87,10,0
2023-06-21 19:00:00,W041,PM,7,1,42,0.79,9,0
2023-06-21 20:00:00,W013,AM,2,1,54,0.88,9,1
2023-06-21 21:00:00,W018,Night,5,0,43,0.53,10,0
2023-06-21 22:00:00,W037,PM,7,0,61,0.74,7,1
2023-06-21 23:00:00,W013,PM,2,0,61,0.66,7,1
2023-06-22 00:00:00,W036,AM,7,1,37,0.92,13,0
2023-06-22 01:00:00,W031,AM,6,0,33,0.85,5,1
2023-06-22 02:00:00,W002,AM,2,1,45,0.93,8,0
2023-06-22 03:00:00,W016,Night,8,1,43,0.52,10,0
2023-06-22 04:00:00,W009,PM,4,1,42,0.86,8,0
2023-06-22 05:00:00,W009,PM,1,1,38,0.77,7,2
2023-06-22 06:00:00,W038,PM,8,1,44,0.91,7,0
2023-06-22 07:00:00,W011,AM,6,1,37,0.75,10,0
2023-06-22 08:00:00,W022,PM,7,0,45,0.77,7,0
2023-06-22 09:00:00,W033,Night,3,1,46,0.53,13,0
2023-06-22 10:00:00,W036,AM,1,1,49,0.83,9,0
2023-06-22 11:00:00,W045,AM,8,1,50,0.64,9,0
2023-06-22 12:00:00,W023,AM,1,0,48,0.51,6,0
2023-06-22 13:00:00,W045,AM,2,1,34,0.53,12,0
2023-06-22 14:00:00,W045,Night,4,0,36,0.98,7,0
2023-06-22 15:00:00,W034,PM,1,0,59,0.67,7,0
2023-06-22 16:00:00,W009,Night,7,0,64,0.93,5,0
2023-06-22 17:00:00,W024,PM,7,0,44,0.98,11,0
2023-06-22 18:00:00,W008,Night,5,1,48,0.97,10,1
2023-06-22 19:00:00,W007,AM,5,1,38,0.94,6,0
2023-06-22 20:00:00,W036,AM,1,0,50,0.95,8,0
2023-06-22 21:00:00,W018,Night,2,1,53,0.64,13,1
2023-06-22 22:00:00,W003,Night,2,1,35,0.58,12,0
2023-06-22 23:00:00,W028,PM,3,1,41,0.82,5,1
2023-06-23 00:00:00,W006,Night,6,1,38,0.74,5,0
2023-06-23 01:00:00,W044,Night,6,1,40,0.55,8,0
2023-06-23 02:00:00,W044,PM,8,0,51,0.84,7,0
2023-06-23 03:00:00,W021,PM,6,1,45,0.78,5,0
2023-06-23 04:00:00,W028,PM,4,1,40,0.93,9,0
2023-06-23 05:00:00,W040,Night,2,1,47,0.8,7,0
2023-06-23 06:00:00,W001,PM,3,1,42,0.79,2,0
2023-06-23 07:00:00,W036,AM,5,1,52,0.72,16,0
2023-06-23 08:00:00,W021,AM,7,0,50,0.73,6,0
2023-06-23 09:00:00,W043,AM,6,0,44,0.98,6,1
2023-06-23 10:00:00,W035,Night,5,0,41,0.57,9,1
2023-06-23 11:00:00,W013,AM,5,1,39,0.72,7,0
2023-06-23 12:00:00,W049,Night,1,1,60,0.83,4,1
2023-06-23 13:00:00,W010,Night,4,1,41,0.72,5,0
2023-06-23 14:00:00,W044,AM,3,1,47,0.64,11,0
2023-06-23 15:00:00,W047,PM,4,1,37,0.64,8,1
2023-06-23 16:00:00,W010,Night,1,1,44,0.62,7,1
2023-06-23 17:00:00,W046,AM,3,1,42,0.67,6,0
2023-06-23 18:00:00,W013,Night,3,0,34,0.94,10,0
2023-06-23 19:00:00,W037,PM,2,1,35,0.75,12,0
2023-06-23 20:00:00,W038,PM,4,1,46,0.62,7,0
2023-06-23 21:00:00,W024,AM,4,0,51,0.69,5,0
2023-06-23 22:00:00,W002,Night,2,0,47,0.55,5,1
2023-06-23 23:00:00,W022,Night,8,1,44,0.95,7,0
2023-06-24 00:00:00,W017,Night,5,0,37,0.7,8,0
2023-06-24 01:00:00,W036,Night,1,1,49,0.99,13,0
2023-06-24 02:00:00,W014,AM,4,0,36,0.67,5,0
2023-06-24 03:00:00,W010,PM,2,1,47,0.92,7,1
2023-06-24 04:00:00,W035,AM,7,1,37,0.63,13,1
2023-06-24 05:00:00,W025,Night,8,1,50,0.54,4,0
2023-06-24 06:00:00,W003,Night,3,1,46,0.52,6,0
2023-06-24 07:00:00,W047,PM,6,1,58,0.8,11,0
2023-06-24 08:00:00,W038,Night,7,1,51,0.66,11,1
2023-06-24 09:00:00,W017,AM,2,1,46,0.72,8,0
2023-06-24 10:00:00,W012,AM,6,1,55,0.91,10,1
2023-06-24 11:00:00,W024,PM,5,0,45,0.62,7,0
2023-06-24 12:00:00,W029,AM,1,1,43,0.65,14,1
2023-06-24 13:00:00,W043,AM,6,1,47,0.92,5,0
2023-06-24 14:00:00,W025,AM,8,0,53,0.75,4,0
2023-06-24 15:00:00,W036,AM,5,0,42,0.91,11,0
2023-06-24 16:00:00,W026,Night,6,0,44,0.69,8,0
2023-06-24 17:00:00,W038,AM,3,1,53,0.7,8,1
2023-06-24 18:00:00,W001,PM,3,1,46,0.58,5,2
2023-06-24 19:00:00,W020,PM,8,0,44,0.96,7,1
2023-06-24 20:00:00,W028,AM,3,1,63,0.95,8,0
2023-06-24 21:00:00,W016,PM,3,1,48,0.99,10,0
2023-06-24 22:00:00,W047,AM,2,0,51,0.7,6,0
2023-06-24 23:00:00,W017,PM,3,1,44,0.91,11,0
2023-06-25 00:00:00,W040,PM,7,1,35,0.71,7,0
2023-06-25 01:00:00,W028,AM,3,1,33,0.73,5,0
2023-06-25 02:00:00,W012,AM,7,0,46,0.91,13,0
2023-06-25 03:00:00,W027,Night,2,0,50,0.59,8,0
2023-06-25 04:00:00,W042,AM,3,0,55,0.61,7,0
2023-06-25 05:00:00,W047,AM,8,1,47,0.66,12,0
2023-06-25 06:00:00,W030,Night,5,1,41,0.89,14,0
2023-06-25 07:00:00,W041,AM,8,1,45,0.69,6,2
2023-06-25 08:00:00,W034,AM,5,0,48,0.68,10,0
2023-06-25 09:00:00,W037,Night,4,0,41,1.0,4,2
2023-06-25 10:00:00,W006,AM,5,1,38,0.69,8,1
2023-06-25 11:00:00,W007,AM,1,1,37,0.62,5,0
2023-06-25 12:00:00,W032,Night,1,1,43,0.81,6,1
2023-06-25 13:00:00,W032,Night,1,1,51,0.9,9,0
2023-06-25 14:00:00,W025,PM,2,0,60,0.53,4,0
2023-06-25 15:00:00,W033,AM,8,0,44,0.81,3,0
2023-06-25 16:00:00,W007,PM,5,0,43,0.52,6,0
2023-06-25 17:00:00,W012,PM,8,0,43,0.76,4,1
2023-06-25 18:00:00,W016,Night,7,0,45,0.63,8,0
2023-06-25 19:00:00,W016,AM,1,0,42,0.65,10,0
2023-06-25 20:00:00,W043,AM,4,0,46,0.73,8,0
2023-06-25 21:00:00,W036,Night,2,0,43,0.96,12,0
2023-06-25 22:00:00,W013,PM,4,1,52,0.86,12,0
2023-06-25 23:00:00,W007,Night,5,0,48,0.97,7,1
2023-06-26 00:00:00,W036,AM,3,1,60,0.83,9,0
2023-06-26 01:00:00,W047,Night,4,1,46,0.5,11,2
2023-06-26 02:00:00,W009,AM,3,1,44,0.63,14,0
2023-06-26 03:00:00,W032,PM,2,1,56,0.95,6,2
2023-06-26 04:00:00,W011,AM,4,0,37,0.82,5,0
2023-06-26 05:00:00,W008,PM,4,1,49,0.99,5,0
2023-06-26 06:00:00,W033,PM,6,1,45,0.58,15,1
2023-06-26 07:00:00,W023,AM,2,1,44,0.65,7,0
2023-06-26 08:00:00,W025,AM,2,0,44,0.68,5,0
2023-06-26 09:00:00,W008,PM,1,0,40,0.66,5,1
2023-06-26 10:00:00,W045,Night,5,0,32,0.63,7,0
2023-06-26 11:00:00,W022,AM,4,1,47,0.72,8,0
2023-06-26 12:00:00,W004,PM,8,1,43,0.82,6,0
2023-06-26 13:00:00,W040,PM,4,0,42,0.66,5,0
2023-06-26 14:00:00,W003,Night,7,1,42,0.54,7,0
2023-06-26 15:00:00,W029,AM,2,1,51,0.85,11,0
2023-06-26 16:00:00,W041,PM,8,1,47,0.73,6,0
2023-06-26 17:00:00,W029,Night,2,1,41,0.78,9,0
2023-06-26 18:00:00,W034,PM,5,1,46,0.73,10,1
2023-06-26 19:00:00,W034,AM,2,0,48,0.95,4,1
2023-06-26 20:00:00,W028,Night,3,1,54,0.78,9,2
2023-06-26 21:00:00,W013,PM,3,0,46,0.96,7,1
2023-06-26 22:00:00,W015,Night,6,1,34,0.76,7,0
2023-06-26 23:00:00,W023,AM,3,1,50,0.65,10,1
2023-06-27 00:00:00,W044,Night,3,1,48,0.68,13,1
2023-06-27 01:00:00,W026,AM,5,1,44,0.76,6,0
2023-06-27 02:00:00,W004,PM,4,0,43,0.76,11,0
2023-06-27 03:00:00,W026,AM,3,0,48,0.84,8,0
2023-06-27 04:00:00,W040,PM,8,1,34,0.61,12,0
2023-06-27 05:00:00,W009,PM,6,0,46,0.83,6,1
2023-06-27 06:00:00,W005,AM,2,1,37,0.89,10,0
2023-06-27 07:00:00,W032,PM,3,0,49,0.84,11,0
2023-06-27 08:00:00,W020,Night,6,0,48,0.74,9,0
2023-06-27 09:00:00,W050,PM,5,0,41,1.0,5,2
2023-06-27 10:00:00,W011,AM,7,1,51,0.7,12,0
2023-06-27 11:00:00,W015,Night,7,1,47,0.55,11,1
2023-06-27 12:00:00,W032,Night,7,0,39,0.91,8,1
2023-06-27 13:00:00,W028,PM,2,0,48,0.61,13,1
2023-06-27 14:00:00,W022,PM,6,1,51,0.86,7,0
2023-06-27 15:00:00,W041,AM,3,0,51,0.59,10,0
2023-06-27 16:00:00,W017,Night,4,1,48,0.51,9,1
2023-06-27 17:00:00,W026,AM,2,1,60,0.58,6,0
2023-06-27 18:00:00,W044,PM,2,1,48,0.69,7,1
2023-06-27 19:00:00,W007,Night,7,1,38,0.55,6,1
2023-06-27 20:00:00,W042,AM,4,1,51,0.6,8,0
2023-06-27 21:00:00,W026,AM,7,1,49,0.88,14,0
2023-06-27 22:00:00,W025,AM,2,1,47,0.88,13,0
2023-06-27 23:00:00,W010,AM,3,1,53,0.91,13,0
2023-06-28 00:00:00,W045,AM,7,0,52,0.92,8,0
2023-06-28 01:00:00,W019,Night,7,1,48,0.71,5,1
2023-06-28 02:00:00,W011,AM,8,0,32,0.93,8,0
2023-06-28 03:00:00,W013,Night,7,1,53,0.76,8,1
2023-06-28 04:00:00,W008,AM,2,1,57,0.74,15,0
2023-06-28 05:00:00,W040,PM,3,0,46,0.86,4,1
2023-06-28 06:00:00,W004,PM,4,0,39,0.61,8,1
2023-06-28 07:00:00,W047,AM,1,1,44,0.89,9,0
2023-06-28 08:00:00,W031,PM,4,1,50,0.71,6,0
2023-06-28 09:00:00,W028,Night,3,1,52,0.56,10,0
2023-06-28 10:00:00,W011,AM,5,1,48,0.56,9,0
2023-06-28 11:00:00,W043,Night,7,0,40,0.58,9,0
2023-06-28 12:00:00,W001,AM,4,1,36,0.95,4,0
2023-06-28 13:00:00,W049,PM,5,1,37,1.0,4,0
2023-06-28 14:00:00,W047,Night,5,1,52,0.68,11,0
2023-06-28 15:00:00,W038,PM,3,0,40,0.65,9,0
2023-06-28 16:00:00,W024,PM,3,1,43,0.61,7,0
2023-06-28 17:00:00,W047,AM,8,0,50,0.91,7,1
2023-06-28 18:00:00,W031,Night,7,0,52,0.6,10,0
2023-06-28 19:00:00,W041,PM,1,1,51,0.96,16,0
2023-06-28 20:00:00,W046,AM,6,0,45,0.83,9,0
2023-06-28 21:00:00,W050,AM,2,0,59,0.95,10,1
2023-06-28 22:00:00,W026,AM,4,1,58,0.78,10,1
2023-06-28 23:00:00,W049,PM,3,1,50,0.85,16,0
2023-06-29 00:00:00,W050,AM,4,1,47,0.81,8,0
2023-06-29 01:00:00,W005,Night,6,1,50,0.92,3,1
2023-06-29 02:00:00,W020,Night,6,1,47,0.92,3,2
2023-06-29 03:00:00,W041,PM,7,0,37,0.79,7,0
2023-06-29 04:00:00,W011,Night,5,1,40,0.82,11,0
2023-06-29 05:00:00,W033,AM,7,1,44,0.96,15,0
2023-06-29 06:00:00,W050,PM,2,1,29,0.96,9,2
2023-06-29 07:00:00,W038,AM,1,0,40,0.83,8,1
2023-06-29 08:00:00,W027,PM,4,0,36,0.5,7,0
2023-06-29 09:00:00,W034,PM,2,1,38,0.55,7,0
2023-06-29 10:00:00,W015,AM,8,1,44,0.93,7,0
2023-06-29 11:00:00,W032,Night,1,1,35,0.54,11,1
2023-06-29 12:00:00,W021,Night,4,1,51,0.61,10,1
2023-06-29 13:00:00,W046,PM,2,0,37,0.62,5,1
2023-06-29 14:00:00,W005,AM,3,1,46,0.8,7,0
2023-06-29 15:00:00,W006,AM,4,1,47,0.79,8,1
2023-06-29 16:00:00,W038,PM,2,1,49,0.64,9,0
2023-06-29 17:00:00,W022,Night,6,0,42,0.6,8,1
2023-06-29 18:00:00,W018,AM,1,1,43,0.88,6,0
2023-06-29 19:00:00,W014,Night,2,1,47,0.97,12,0
2023-06-29 20:00:00,W010,Night,3,0,48,0.53,7,2
2023-06-29 21:00:00,W046,PM,7,1,42,0.57,8,1
2023-06-29 22:00:00,W013,PM,4,0,53,0.82,8,0
2023-06-29 23:00:00,W031,Night,8,1,55,0.9,5,1
2023-06-30 00:00:00,W030,AM,4,1,50,0.9,6,0
2023-06-30 01:00:00,W003,AM,4,0,45,0.86,11,0
2023-06-30 02:00:00,W030,PM,3,0,56,0.94,8,2
2023-06-30 03:00:00,W006,Night,1,1,40,0.61,3,0
2023-06-30 04:00:00,W029,AM,4,1,39,0.55,7,0
2023-06-30 05:00:00,W008,AM,1,1,47,0.81,8,0
2023-06-30 06:00:00,W044,PM,2,0,26,0.91,7,3
2023-06-30 07:00:00,W045,Night,6,1,38,0.79,5,0
2023-06-30 08:00:00,W043,AM,8,0,48,0.98,11,0
2023-06-30 09:00:00,W044,PM,6,1,39,0.9,10,0
2023-06-30 10:00:00,W033,AM,1,1,48,0.85,6,1
2023-06-30 11:00:00,W017,AM,1,1,61,0.53,8,0
2023-06-30 12:00:00,W048,AM,6,1,54,0.55,8,0
2023-06-30 13:00:00,W011,PM,4,0,42,0.89,4,0
2023-06-30 14:00:00,W013,Night,5,0,41,0.6,3,0
2023-06-30 15:00:00,W050,PM,5,1,45,0.51,6,0
2023-06-30 16:00:00,W011,Night,3,1,45,0.96,2,0
2023-06-30 17:00:00,W031,AM,8,1,52,0.95,6,0
2023-06-30 18:00:00,W028,Night,7,1,59,0.61,10,1
2023-06-30 19:00:00,W044,AM,6,1,39,0.89,9,0
2023-06-30 20:00:00,W006,AM,6,1,44,0.52,8,1
2023-06-30 21:00:00,W041,PM,3,1,44,0.64,6,0
2023-06-30 22:00:00,W016,AM,8,0,44,0.81,8,0
2023-06-30 23:00:00,W004,PM,5,0,38,0.88,9,0
2023-07-01 00:00:00,W035,Night,2,1,42,0.51,10,0
2023-07-01 01:00:00,W048,Night,4,1,35,0.66,3,1
2023-07-01 02:00:00,W026,AM,4,1,41,0.61,10,0
2023-07-01 03:00:00,W012,PM,2,0,43,1.0,7,0
2023-07-01 04:00:00,W011,AM,2,1,58,0.84,5,1
2023-07-01 05:00:00,W037,PM,8,0,48,0.7,4,0
2023-07-01 06:00:00,W025,PM,5,1,45,0.54,9,0
2023-07-01 07:00:00,W018,PM,3,0,38,0.8,4,0
2023-07-01 08:00:00,W019,Night,2,0,52,0.82,8,0
2023-07-01 09:00:00,W023,PM,3,0,47,0.91,7,0
2023-07-01 10:00:00,W038,Night,8,0,41,0.64,8,0
2023-07-01 11:00:00,W018,PM,7,1,53,0.99,6,1
2023-07-01 12:00:00,W026,Night,1,0,32,0.72,6,0
2023-07-01 13:00:00,W006,Night,4,0,43,0.65,5,0
2023-07-01 14:00:00,W004,Night,5,1,47,0.67,9,0
2023-07-01 15:00:00,W044,AM,4,1,41,0.76,10,2
2023-07-01 16:00:00,W029,PM,5,0,34,0.97,11,1
2023-07-01 17:00:00,W034,AM,8,0,45,0.87,6,2
2023-07-01 18:00:00,W017,PM,1,1,43,0.79,6,0
2023-07-01 19:00:00,W043,PM,4,1,39,0.58,5,0
2023-07-01 20:00:00,W043,AM,1,1,41,0.57,6,0
2023-07-01 21:00:00,W016,Night,8,1,46,0.75,11,0
2023-07-01 22:00:00,W002,PM,5,0,43,0.86,7,0
2023-07-01 23:00:00,W034,Night,2,0,55,0.88,6,0
2023-07-02 00:00:00,W008,AM,7,1,38,0.61,9,0
2023-07-02 01:00:00,W013,Night,4,1,45,0.55,12,0
2023-07-02 02:00:00,W042,PM,1,0,45,0.69,6,2
2023-07-02 03:00:00,W008,PM,6,1,46,0.96,16,1
2023-07-02 04:00:00,W030,PM,4,0,45,0.77,3,0
2023-07-02 05:00:00,W032,AM,4,0,55,0.66,6,0
2023-07-02 06:00:00,W036,PM,4,0,44,0.66,9,0
2023-07-02 07:00:00,W047,AM,3,0,45,0.57,6,0
2023-07-02 08:00:00,W030,Night,1,1,48,0.74,5,0
2023-07-02 09:00:00,W001,PM,1,1,46,0.9,7,0
2023-07-02 10:00:00,W043,PM,4,0,48,0.98,8,0
2023-07-02 11:00:00,W039,PM,8,1,38,0.75,4,0
2023-07-02 12:00:00,W017,Night,8,1,42,0.58,7,0
2023-07-02 13:00:00,W020,PM,2,1,32,0.84,6,1
2023-07-02 14:00:00,W024,AM,4,1,42,0.88,10,0
2023-07-02 15:00:00,W050,Night,3,0,37,0.54,8,0
2023-07-02 16:00:00,W022,Night,5,1,45,0.93,4,0
2023-07-02 17:00:00,W029,Night,3,1,58,0.91,9,0
2023-07-02 18:00:00,W022,Night,8,1,43,0.74,9,0
2023-07-02 19:00:00,W044,Night,2,1,43,0.78,6,1
2023-07-02 20:00:00,W009,AM,8,0,41,0.86,7,0
2023-07-02 21:00:00,W037,Night,8,1,38,0.84,6,0
2023-07-02 22:00:00,W010,PM,8,0,30,0.51,6,0
2023-07-02 23:00:00,W036,Night,4,0,40,0.56,7,2
2023-07-03 00:00:00,W037,Night,8,0,42,0.58,6,0
2023-07-03 01:00:00,W028,Night,1,1,49,0.88,13,0
